YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
201505,94085,566121,1,.87,"NE","FRAMETOWN",38.6389,-80.8587,3838334,8051522
201505,94086,565878,1,.5,"NNE","STEWART",39.3062,-81.8952,3918372,8153712
201505,94086,565878,2,1.44,"ESE","STEWART",39.2932,-81.8746,3917592,8152476
201505,94086,565886,1,0,"N","MIDDLEPORT",39,-82.05,3900,823000
201505,94086,566116,1,3.37,"ENE","COVE",39.0319,-82.6892,391914,8241352
201505,94086,566117,1,.25,"ENE","LOTTRIDGE",39.2308,-81.8955,3913848,8153730
201505,94086,566118,1,4.06,"N","SHADE",39.2781,-82.0417,3916686,822502
201505,94094,565903,1,5.23,"NNE","DOLAN SPGS",35.6938,-114.179,3541628,11410740
201505,94094,565903,2,5.86,"NNE","DOLAN SPGS",35.7023,-114.1746,3542138,11410476
201505,94094,565903,3,7.24,"NNE","DOLAN SPGS",35.7172,-114.1519,3543032,1149114
201505,94094,565903,4,8.26,"NNE","DOLAN SPGS",35.7315,-114.1471,3543890,1148826
201505,94094,565903,5,8.99,"NNE","DOLAN SPGS",35.7343,-114.1235,3544058,1147410
201505,94094,565903,6,8.6,"NNE","DOLAN SPGS",35.7253,-114.1184,3543518,1147104
201505,94095,565902,1,6.62,"N","BANNOCK",35.0455,-114.8391,352730,11450346
201505,94095,565902,2,6.85,"N","ARROWHEAD JCT",35.0491,-114.8167,352946,11449002
201505,94095,565902,3,2.85,"N","ARROWHEAD JCT",34.9912,-114.8181,3459472,11449086
201505,94095,565902,4,3.13,"NNW","BANNOCK",34.9935,-114.8456,3459610,11450736
201505,94098,565931,1,2.81,"WSW","WARWICK",39.9919,-97.932,3959514,9755920
201505,94098,565931,2,2.28,"W","WARWICK",40.002,-97.923,40120,9755380
201505,94098,565932,1,2.84,"NW","COURTLAND",39.814,-97.93,3948840,9755800
201505,94098,565932,2,4.3,"N","COURTLAND",39.8416,-97.9122,3950496,9754732
201505,94098,565933,1,5.28,"N","COURTLAND",39.8563,-97.8952,3951378,9753712
201503,92656,555266,2,4.16,"WSW","FRIERSON",32.2299,-93.7672,3213794,9346032
201503,92656,555266,3,4.11,"WSW","FRIERSON",32.2285,-93.7656,3213710,9345936
201503,92656,555266,4,4.27,"NNE","REEDS STORE",32.2266,-93.7705,3213596,9346230
201503,92656,555267,2,2.9,"N","LOLA",31.892,-93.7808,3153520,9346848
201503,92656,555267,3,.77,"SE","CATUNA",31.8922,-93.7106,3153532,9342636
201503,92656,555267,1,2.45,"N","LOLA",31.8854,-93.7805,3153124,9346830
201501,91258,547092,1,.17,"ESE","FLORENCE",34.7988,-87.6674,3447928,8740044
201501,91258,547092,2,.21,"ESE","FLORENCE",34.7991,-87.6665,3447946,8739990
201501,91258,547092,3,.26,"ESE","FLORENCE",34.7983,-87.666,3447898,8739960
201501,91258,547092,4,.23,"SE","FLORENCE",34.7979,-87.6669,3447874,8740014
201501,91258,547092,5,.82,"SSW","FLORENCE",34.7884,-87.6731,3447304,8740386
201501,91258,547092,6,.61,"SSW","FLORENCE",34.7926,-87.6759,3447556,8740554
201501,91258,559276,1,.75,"WNW","ALBERTVILLE",34.2738,-86.2324,3416428,8613944
201501,91258,559276,2,.81,"N","ALBERTVILLE",34.2818,-86.2197,3416908,8613182
201501,91258,560004,1,1.5,"SE","RABBIT TOWN",34.2645,-86.2516,3415870,8615096
201501,91258,560004,2,1.54,"SE","HUSTLERVILLE",34.3049,-86.1503,3418294,869018
201501,91259,555980,1,2.05,"SE","CUMBERLAND SPGS",35.3084,-86.2753,3518504,8616518
201501,91259,555980,2,2.09,"SE","CUMBERLAND SPGS",35.3089,-86.2735,3518534,8616410
201501,91259,555980,3,2.13,"SE","CUMBERLAND SPGS",35.3082,-86.2732,3518492,8616392
201501,91259,555980,4,2.09,"SE","CUMBERLAND SPGS",35.3077,-86.2749,3518462,8616494
201501,91270,552424,1,1.9,"ENE","LEWES DE",38.783,-75.119,3846980,757140
201501,91270,552425,1,.99,"SSW","NORTH CAPE MAY",38.968,-74.96,3858080,7457600
201501,91270,552427,1,17.77,"N","BOWERS BEACH DE",39.305,-75.377,3918300,7522620
201501,91270,552428,1,2.07,"SW","OCEAN CITY",39.2554,-74.602,3915324,7436120
201501,91270,552429,1,4.17,"WSW","BEACH HAVEN",39.5218,-74.3191,3931308,7419146
201501,91276,552409,1,0,"N","MILLVILLE",39.4,-75.03,3924000,751800
201501,91276,552410,1,.88,"SSW","OCEAN CITY MUNI ARPT",39.2584,-74.6068,3915504,7436408
201501,91686,555140,1,4.89,"S","PT. PLEASANT",40.0096,-74.059,40576,743540
201501,91687,555901,1,.52,"WSW","COOCH",39.6462,-75.7384,3938772,7544304
201501,91687,555901,3,.13,"NNE","COOCHS BRIDGE",39.6318,-75.729,3937908,7543740
201501,91687,555901,4,1.15,"W","BEAR",39.6278,-75.6914,3937668,7541484
201501,91687,555901,6,1.31,"N","BEAR",39.6487,-75.666,3938922,7539960
201501,91687,555901,7,1.03,"S","CHRISTIANA",39.6553,-75.6729,3939318,7540374
201501,91688,555911,1,1.66,"S","HARTFORD",39.9562,-74.8957,3957372,7453742
201501,91688,555911,2,1.55,"SSE","HARTFORD",39.9605,-74.8857,3957630,7453142
201501,91688,555911,4,1.07,"SE","HARTFORD",39.9687,-74.8861,3958122,7453166
201501,91688,555911,5,.96,"SE","HARTFORD",39.9686,-74.8896,3958116,7453376
201501,91688,555912,1,1.77,"SSW","PRINCETON",40.3257,-74.6807,4019542,7440842
201501,91688,555912,2,1.75,"N","CLARKSVILLE",40.3253,-74.6781,4019518,7440686
201501,91688,555912,3,1.14,"N","CLARKSVILLE",40.3163,-74.6823,4018978,7440938
201501,91688,555912,4,.61,"N","CLARKSVILLE",40.3088,-74.6791,4018528,7440746
201501,91688,555912,5,.47,"NNW","CLARKSVILLE",40.3062,-74.6839,4018372,7441034
201501,91688,555913,1,.81,"SSW","BRANCHBURG PARK",40.5592,-74.6859,4033552,7441154
201501,91688,555913,2,1.94,"WSW","BRANCHBURG PARK",40.5605,-74.7148,4033630,7442888
201501,91688,555913,3,1.27,"SW","NESHANIC STATION",40.5071,-74.7471,4030426,7444826
201501,91688,555913,4,1.47,"W","NESHANIC",40.4988,-74.748,4029928,7444880
201501,91688,555913,5,.98,"S","GRIGGSTOWN",40.4358,-74.6202,4026148,7437212
201501,91688,555913,6,.87,"SSE","GRIGGSTOWN",40.4382,-74.6141,4026292,7436846
201501,91688,555913,7,2.01,"SSE","EAST MILLSTONE",40.4716,-74.5617,4028296,7433702
201501,91688,555914,1,.62,"ESE","COPPER HILL",40.477,-74.8388,4028620,7450328
201501,91688,555914,3,.81,"SE","COPPER HILL",40.4713,-74.8397,4028278,7450382
201501,91688,555914,4,1.13,"SSW","REAVILLE",40.4645,-74.827,4027870,7449620
201501,91688,555914,5,.91,"NNW","WERTSVILLE",40.4618,-74.8077,4027708,7448462
201501,91688,555914,6,.93,"N","WERTSVILLE",40.4633,-74.7979,4027798,7447874
201501,91688,555914,7,1.07,"SE","REAVILLE",40.4703,-74.8041,4028218,7448246
201501,91688,555914,8,.45,"WSW","REAVILLE",40.4764,-74.8272,4028584,7449632
201501,91688,555915,1,1.33,"N","MILLTOWN ZIGFIELD AR",40.4191,-74.4325,4025146,7425950
201501,91689,555902,2,.46,"W","FLORIDA PARK",39.9791,-75.4385,3958746,7526310
201501,91689,555902,3,.39,"W","FLORIDA PARK",39.9796,-75.4374,3958776,7526244
201501,91689,555902,4,.14,"N","EDGEMONT",39.9721,-75.4297,3958326,7525782
201501,91689,555902,5,.6,"SE","EDGEMONT",39.9644,-75.4213,3957864,7525278
201501,91689,555902,6,.55,"SSE","EDGEMONT",39.9623,-75.4272,3957738,7525632
201501,91689,555904,1,1.09,"WSW","TORRESDALE",40.0442,-75.0192,402652,751152
201501,91689,555904,2,.85,"W","TORRESDALE",40.0512,-75.0161,403072,75966
201501,91689,555904,4,1.82,"W","TORRESDALE",40.0504,-75.0343,403024,752058
201501,91689,555904,5,1.36,"S","BUSTLETON",40.0606,-75.0336,403636,752016
201501,91689,555904,6,1.47,"SSW","BUSTLETON",40.06,-75.0393,403600,752358
201501,91689,555904,7,1.98,"SSW","BUSTLETON",40.0533,-75.0434,403198,752604
201501,91689,555904,8,1.67,"NNW","TACONY",40.0431,-75.0393,402586,752358
201501,92564,555984,1,.68,"SSE","SPRINGFIELD",40.6909,-74.2952,4041454,7417712
201501,92564,555984,2,.77,"SSE","SPRINGFIELD",40.6896,-74.2948,4041376,7417688
201501,92564,555984,4,.28,"SE","UNION",40.6971,-74.2462,4041826,7414772
201501,92564,555984,5,.19,"ESE","UNION",40.6986,-74.2468,4041916,7414808
201501,92565,555981,1,1.05,"ESE","FLEETWOOD",40.9152,-73.8108,4054912,7348648
201501,92565,555981,2,1.09,"W","EAST CHESTER",40.9309,-73.8008,4055854,7348048
201501,92565,555981,3,1.35,"WNW","EAST CHESTER",40.935,-73.805,4056100,7348300
201501,92565,555981,4,1.44,"NW","EAST CHESTER",40.9458,-73.7979,4056748,7347874
201501,92565,555981,5,1.49,"E","TUCKAHOE",40.9463,-73.8018,4056778,7348108
201501,92565,555981,7,.92,"ESE","FLEETWOOD",40.9161,-73.8131,4054966,7348786
201501,92565,555982,1,.6,"ENE","FLEETWOOD",40.9227,-73.819,4055362,7349140
201501,92565,555982,2,1.15,"E","FLEETWOOD",40.9227,-73.8083,4055362,7348498
201501,92565,555982,3,1.15,"E","FLEETWOOD",40.9211,-73.8081,4055266,7348486
201501,92565,555982,4,.56,"ENE","FLEETWOOD",40.9218,-73.8195,4055308,7349170
201503,92749,555910,1,.9,"SW","HALE CENTER",34.06,-101.84,343600,10150400
201503,92796,556200,1,5.71,"WNW","REEDSPORT",43.74,-124.2,4344400,12412000
201503,92796,556200,2,6.49,"NW","REEDSPORT",43.7647,-124.1943,4345882,12411658
201503,92802,556296,1,.55,"W","MONETT",36.92,-93.93,3655200,9355800
201503,92802,556297,1,.55,"W","MONETT",36.92,-93.93,3655200,9355800
201503,92802,556298,1,0,"N","PURDY",36.82,-93.92,3649200,9355200
201503,92802,556299,1,1.78,"ESE","MINDENMINES",37.47,-94.57,3728200,9434200
201503,92802,556300,1,1.49,"NNW","OAKTON",37.49,-94.38,3729400,9422800
201503,92802,556301,1,2.76,"N","KENOMA",37.47,-94.2,3728200,9412000
201503,92802,556302,1,1.79,"WSW","NIXA",37.04,-93.33,372400,9319800
201503,92802,556303,1,.88,"SE","BUFFALO",37.64,-93.09,3738400,935400
201503,92802,556304,1,.88,"SE","BUFFALO",37.64,-93.09,3738400,935400
201503,92802,556305,1,1.1,"W","ASH GROVE",37.32,-93.6,3719200,9336000
201503,92802,556306,1,3.37,"WNW","BOIS D ARC",37.26,-93.58,3715600,9334800
201503,92802,556307,1,2.07,"N","ELWOOD",37.26,-93.43,3715600,9325800
201503,92802,556308,1,1.65,"E","(SGF)SPRINGFIELD ARP",37.25,-93.35,3715000,9321000
201503,92802,556309,1,.55,"W","CARTERVILLE",37.15,-94.46,379000,9427600
201503,92802,556310,1,.55,"E","DUENWEG",37.08,-94.41,374800,9424600
201503,92802,556311,1,.88,"SE","CARTHAGE",37.16,-94.31,379600,9418600
201503,92802,556312,1,2.74,"E","PHILLIPSBURG",37.55,-92.75,3733000,9245000
201503,92802,556313,1,.55,"E","LEBANON",37.68,-92.66,3740800,9239600
201503,92802,556314,1,.88,"NE","SLEEPER",37.76,-92.59,3745600,9235400
201503,92802,556315,1,5.17,"WNW","HAZELGREEN",37.81,-92.51,3748600,9230600
201503,92802,556316,1,2.83,"ENE","COMPETITION",37.49,-92.38,3729400,9222800
201503,92802,556317,1,1.1,"E","AGNES",37.52,-92.48,3731200,9228800
201503,92802,556318,1,.55,"W","VERONA",36.97,-93.81,3658200,9348600
201503,92802,556319,1,.69,"N","GOODMAN",36.74,-94.4,3644400,9424000
201503,92802,556320,1,2.65,"NW","MONARK SPGS",36.9,-94.33,3654000,9419800
201503,92802,556321,1,1.1,"E","GRANBY",36.92,-94.25,3655200,9415000
201503,92802,556322,1,.55,"W","MONARK SPGS",36.87,-94.31,3652200,9418600
201503,92802,556323,1,1.64,"E","BOLIVAR MEM ARPT",37.6,-93.4,3736000,9324000
201503,92802,556324,1,.88,"SE","PLEASANT HOPE",37.46,-93.27,3727600,9316200
201503,92802,556325,1,.55,"E","HALF WAY",37.62,-93.24,3737200,9314400
201503,92802,556326,1,2.15,"SE","HALF WAY",37.6,-93.22,3736000,9313200
201503,92802,556327,1,.54,"E","MONEGAW SPGS",38.03,-93.84,381800,9350400
201503,92802,556328,1,.89,"SW","LAMPE",36.56,-93.44,3633600,9326400
201503,92802,556329,1,.69,"S","BRANSON",36.64,-93.22,3638400,9313200
201503,92802,556330,1,1.8,"ENE","RIDGEDALE",36.53,-93.22,3631800,9313200
201503,92700,555481,4,3.33,"SW","CARLIN BAY",47.5119,-116.8139,4730714,11648834
201503,92700,555482,1,.48,"NNE","CLARKSVILLE",47.7567,-116.727,4745402,11643620
201503,92700,555482,2,.42,"NNE","CLARKSVILLE",47.7556,-116.7267,4745336,11643602
201503,92700,555482,3,.45,"NNE","CLARKSVILLE",47.756,-116.7258,4745360,11643548
201503,92700,555482,4,.5,"NNE","CLARKSVILLE",47.7567,-116.7263,4745402,11643578
201503,92701,555484,1,.25,"S","HUNTERS",48.1164,-118.2006,486984,11812036
201503,92701,555484,2,.28,"S","HUNTERS",48.116,-118.2001,486960,11812006
201503,92701,555484,3,.27,"S","HUNTERS",48.1161,-118.1997,486966,11811982
201503,92701,555484,4,.24,"S","HUNTERS",48.1165,-118.2002,486990,11812012
201503,92730,555818,1,.23,"S","WHITCOMB",37.7668,-80.4307,3746008,8025842
201503,92730,555818,2,.25,"S","WHITCOMB",37.7664,-80.4304,3745984,8025824
201503,92730,555818,3,.23,"S","WHITCOMB",37.7667,-80.4299,3746002,8025794
201503,92730,555818,4,.21,"S","WHITCOMB",37.767,-80.4302,3746020,8025812
201503,92730,567950,1,.26,"W","EAST RAINELLE",37.9703,-80.7748,3758218,8046488
201503,92730,567950,2,.85,"ESE","EAST RAINELLE",37.9633,-80.7569,3757798,8045414
201503,92730,567950,3,.41,"ENE","MC ROSS",37.9826,-80.7433,3758956,8044598
201503,92730,567950,4,.19,"SE","HINES",37.9784,-80.7171,3758704,8043026
201503,92730,567950,5,.33,"SSW","CHARMCO",37.9954,-80.7317,3759724,8043902
201503,92730,567950,6,.67,"NW","CHARMCO",38.0067,-80.7389,38402,8044334
201503,92730,567950,7,.92,"S","BELLBURN",38.0067,-80.7509,38402,8045054
201503,92656,555267,4,1.08,"NW","BENSON",31.8823,-93.7113,3152938,9342678
201503,92656,555268,1,1.74,"NW","SHREVEPORT",32.5,-93.7683,3230000,9346098
201503,92656,555268,2,2.28,"ENE","SHREVEPORT",32.4942,-93.7148,3229652,9342888
201503,92656,555268,3,.77,"NE","LUCAS",32.409,-93.6921,3224540,9341526
201503,92656,555268,4,1.94,"ENE","LA ROSEN",32.4067,-93.7676,3224402,9346056
201503,92656,555269,1,.93,"NNE","BOSSIER CITY",32.533,-93.7154,3231980,9342924
201503,92656,555269,2,1.78,"N","CURTIS",32.4554,-93.6447,3227324,9338682
201503,92656,555269,3,2.6,"N","SLIGO",32.4872,-93.587,3229232,9335220
201503,92656,555269,4,1.52,"E","FERGUSON",32.5521,-93.644,3233126,9338640
201503,92656,555271,1,2.34,"ENE","SPRING RIDGE",32.3308,-93.9121,3219848,9354726
201503,92656,555271,2,2.33,"ENE","SPRING RIDGE",32.3284,-93.9114,3219704,9354684
201503,92656,555271,3,2,"ENE","SPRING RIDGE",32.326,-93.9165,3219560,9354990
201503,92656,555271,4,1.99,"ENE","SPRING RIDGE",32.3285,-93.9174,3219710,9355044
201503,92656,555272,1,.45,"SSW","SHREVEPORT",32.4745,-93.754,3228470,9345240
201503,92656,555272,2,.55,"SSW","SHREVEPORT",32.4728,-93.7541,3228368,9345246
201503,92656,555272,3,.52,"S","SHREVEPORT",32.4724,-93.7504,3228344,9345024
201503,92656,555272,4,.38,"S","SHREVEPORT",32.4745,-93.7506,3228470,9345036
201503,92656,555273,1,1.44,"N","MANSFIELD ARPT",32.0908,-93.7711,325448,9346266
201503,92656,555273,2,1.73,"NW","CARMEL",32.0995,-93.6385,325970,9338310
201503,92656,555273,3,2.88,"N","OXFORD",31.9617,-93.6282,3157702,9337692
201503,92656,555273,4,3.94,"WNW","TRENTON",31.9546,-93.7807,3157276,9346842
201503,92656,555274,1,3.48,"NE","MC DADE",32.3578,-93.4906,3221468,9329436
201503,92656,555274,2,3.57,"ENE","ELM GROVE",32.363,-93.4907,3221780,9329442
201503,92656,555274,3,3.74,"W","LAKE BISTINEAU SOUTH",32.363,-93.4636,3221780,9327816
201503,92656,555274,4,4.06,"WSW","LAKE BISTINEAU SOUTH",32.3471,-93.4641,3220826,9327846
201503,92657,555270,1,.47,"NW","AGRICULTURAL SCHOOL",33.2856,-93.2346,3317136,9314076
201503,92657,555270,2,.42,"NNE","AGRICULTURAL SCHOOL",33.2858,-93.2279,3317148,9313674
201503,92657,555270,3,.34,"NNE","AGRICULTURAL SCHOOL",33.2847,-93.2281,3317082,9313686
201503,92657,555270,4,.42,"NW","AGRICULTURAL SCHOOL",33.2848,-93.2344,3317088,9314064
201503,92700,555481,1,3.34,"SW","CARLIN BAY",47.5119,-116.8141,4730714,11648846
201503,92700,555481,2,3.34,"SW","CARLIN BAY",47.5118,-116.8138,4730708,11648828
201503,92700,555481,3,3.33,"SW","CARLIN BAY",47.5119,-116.8138,4730714,11648828
201501,91687,555901,2,.84,"WSW","COOCH",39.6453,-75.7445,3938718,7544670
201501,91688,555911,3,1.4,"SE","HARTFORD",39.9639,-74.8841,3957834,7453046
201501,91688,555912,6,1.24,"NNW","CLARKSVILLE",40.3171,-74.6872,4019026,7441232
201501,91688,555914,2,.46,"SE","COPPER HILL",40.4746,-74.8449,4028476,7450694
201501,91689,555902,1,.56,"NW","EDGEMONT",39.9746,-75.4387,3958476,7526322
201501,91689,555904,3,1.07,"WNW","TORRESDALE",40.0532,-75.0197,403192,751182
201501,92564,555984,3,.67,"SSE","VAUXHALL",40.6907,-74.2665,4041442,7415990
201501,92565,555981,6,1.14,"ENE","BRONXVILLE",40.937,-73.8103,4056220,7348618
201506,95770,575271,2,1.46,"SSE","OSWALD",46.03,-96.71,461800,9642600
201506,95770,576140,1,5.74,"WNW","ANETA GEHRKE ARPT",47.84,-98.07,4750400,984200
201506,95770,576140,2,10,"NNE","ANETA",47.8137,-97.8976,4748822,9753856
201506,95770,576141,1,1.98,"ESE","ANETA GEHRKE ARPT",47.81,-97.91,4748600,9754600
201506,95770,576142,1,4.82,"ESE","ORR",48.08,-97.58,484800,9734800
201506,95770,576143,1,7.13,"W","WALCOTT",46.55,-97.08,4633000,974800
201506,95770,576144,1,1.98,"SW","SHELDON",46.56,-97.51,4633600,9730600
201506,95770,576145,1,0,"N","HOLMES",47.72,-97.3,4743200,9718000
201506,95770,576146,1,1.46,"NNE","ERIE",47.14,-97.37,478400,9722200
201506,95770,576147,1,.84,"SW","ERIE",47.11,-97.39,476600,9723400
201506,95770,576148,1,2.76,"S","LYNCHBURG",46.74,-97.25,4644400,9715000
201506,95770,576149,1,.48,"W","MOORETON",46.27,-96.88,4616200,9652800
201506,95770,576150,1,.96,"E","BARNEY",46.27,-96.98,4616200,9658800
201506,95770,576150,2,2.95,"ESE","BARNEY",46.26,-96.94,4615600,9656400
201506,95770,576151,1,1.99,"SE","GREAT BEND",46.13,-96.77,467800,9646200
201506,95770,576151,2,2.82,"SE","GREAT BEND",46.12,-96.76,467200,9645600
201506,95770,576152,1,0,"N","VEBLEN JCT",46.05,-96.67,463000,9640200
201506,95776,575256,1,7.05,"WNW","ROAN",48.17,-96.9,4810200,9654000
201506,95776,575257,1,1.15,"SW","ANGUS",48.07,-96.74,484200,9644400
201506,95776,575258,1,.92,"E","ANGUS",48.08,-96.7,484800,9642000
201506,95776,575259,1,1.66,"NE","EUCLID",47.99,-96.61,4759400,9636600
201506,95776,575278,1,5.68,"E","DOWNER",46.75,-96.36,4645000,9621600
201506,95776,576153,1,1.68,"NE","PELICAN RAPIDS",46.59,-96.06,4635400,963600
201506,95776,576154,1,2.76,"WSW","DALTON",46.15,-95.95,469000,9557000
201501,92858,556863,1,0,"N","ORIOLE PARK AT CAMDEN YARDS",39.28,-76.62,3916800,7637200
201501,92858,556864,1,0,"N","WASHINGTON NATIONALS PARK",38.87,-77.01,3852200,77600
201501,92858,556865,1,0,"N","TOLLY POINT",38.94,-76.44,3856400,7626400
201501,92858,556866,1,6.39,"WSW","THOMAS POINT LIGHT",38.85,-76.54,3851000,7632400
201501,92858,556867,1,0,"N","THOMAS POINT LIGHT",38.9,-76.44,3854000,7626400
201501,92858,556868,1,12.92,"SSW","THOMAS POINT LIGHT",38.73,-76.54,3843800,7632400
201501,92858,556869,1,12.99,"ENE","BALTIMORE CITY",39.36,-76.37,3921600,7622200
201501,92858,556870,1,17.98,"WNW","PINEY POINT",38.24,-76.83,3814400,7649800
201501,92858,556871,1,0,"N","PINEY POINT",38.13,-76.53,387800,7631800
201501,92858,556872,1,0,"N","COVE POINT",38.43,-76.39,3825800,7623400
201501,92858,556873,1,0,"N","SMITH ISLAND",37.98,-76.04,3758800,762400
201501,92858,560401,1,2.15,"NNW","WASHINGTON NATIONALS PARK",38.8992,-77.0236,3853952,771416
201501,92858,560404,1,4.26,"NNW","RIVIERA BEACH",39.22,-76.528,3913200,7631680
201501,92858,560405,1,0,"N","SANDY POINT",39.01,-76.4,39600,7624000
201501,92858,560406,1,2.39,"W","TOLLY POINT",38.9389,-76.4844,3856334,7629064
201501,92858,560407,1,0,"N","ANNAPOLIS BUOY",38.98,-76.48,3858800,7628800
201501,92858,560408,1,0,"N","GREENBERRY POINT",38.97,-76.46,3858200,7627600
201501,92858,560411,1,.28,"S","STEVENSVILLE",38.976,-76.33,3858560,7619800
201501,92858,560412,1,0,"N","KENT ISLAND",38.92,-76.36,3855200,7621600
201501,92858,560413,1,12.65,"SSW","THOMAS POINT LIGHT",38.734,-76.539,3844040,7632340
201501,92858,560414,1,35.5,"SSE","SANDY POINT",38.5667,-76.0667,3834002,764002
201501,92858,560415,1,13.12,"NNE","PINEY POINT",38.29,-76.4,3817400,7624000
201501,92858,560416,1,0,"N","POINT LOOKOUT",38.04,-76.32,382400,7619200
201501,92858,560417,1,0,"N","POTOMAC BUOY",38.03,-76.34,381800,7620400
201501,92858,560418,1,0,"N","BISHOPS HEAD",38.22,-76.04,3813200,762400
201501,92858,560419,1,3.09,"NE","MARTIN STATE AIRPORT",39.363,-76.371,3921780,7622260
201501,92858,560420,1,.21,"NNW","MILLER ISLAND",39.253,-76.371,3915180,7622260
201501,92858,560421,1,0,"N","POTOMAC LIGHT",38.34,-76.99,3820400,7659400
201501,92994,557799,1,0,"N","BUZZARDS BAY ENTRANCE TOWER",41.4,-71.03,4124000,711800
201501,92994,557803,1,8.29,"S","THATCHER ISLAND",42.51,-70.57,4230600,7034200
201501,92994,557804,1,6.58,"NNE","MINOT LIGHT",42.35,-70.69,4221000,7041400
201502,92555,554479,3,.4,"NE","SALMON",45.1741,-113.8942,4510446,11353652
201502,92555,554479,4,.1,"N","SALMON",45.1715,-113.9,4510290,11354000
201502,92603,554900,1,.8,"W","ALVATON",36.87,-86.3645,3652200,8621870
201502,92603,554900,2,.84,"S","MASSEYS MILL",36.8678,-86.3814,3652068,8622884
201502,92603,554900,3,.13,"SSW","MASSEYS MILL",36.8784,-86.3812,3652704,8622872
201502,92603,554900,4,.72,"ESE","MASSEYS MILL",36.8765,-86.3678,3652590,8622068
201502,92603,554901,1,0,"N","ROCHESTER",37.22,-86.9,3713200,8654000
201502,92603,554901,2,.77,"SE","ROCHESTER",37.2127,-86.8895,3712762,8653370
201502,92603,554901,3,.74,"S","ROCHESTER",37.2094,-86.9016,3712564,8654096
201502,92603,554901,4,.46,"SW","ROCHESTER",37.2154,-86.9059,3712924,8654354
201502,93218,561162,2,.69,"N","BOSTON",35.8599,-87.0289,3551594,871734
201502,93218,561162,3,.33,"WSW","CALLE",35.8283,-86.8756,3549698,8652536
201502,93218,561162,4,1.29,"SSW","THOMPSONS STATION",35.7827,-86.9287,3546962,8655722
201506,95780,576927,3,1.58,"NNE","COLLINSVILLE",36.7398,-79.8855,3644388,7953130
201506,95780,576927,4,1.58,"NNE","COLLINSVILLE",36.7401,-79.8864,3644406,7953184
201506,95781,576928,1,3.11,"NE","ASHLAND",36.3512,-79.4798,3621072,7928788
201506,95781,576929,1,1.77,"SE","QUICK",36.3814,-79.478,3622884,7928680
201506,95783,576956,1,1.24,"NW","VICKER",37.1611,-80.4877,379666,8029262
201506,95783,576957,1,.99,"WSW","POPLAR HILL",37.2152,-80.7469,3712912,8044814
201506,95783,576959,1,.82,"SE","HUDDLESTON",37.1604,-79.4714,379624,7928284
201506,95783,576959,2,1.1,"E","HUDDLESTON",37.17,-79.46,3710200,7927600
201506,95783,576961,1,.71,"S","TROUTVILLE",37.4097,-79.8807,3724582,7952842
201506,95783,576963,1,3.67,"NNE","FOREST NEW LONDON AR",37.3214,-79.3132,3719284,7918792
201506,95783,576964,1,3.5,"NNW","RIVERVILLE",37.5635,-78.9525,3733810,7857150
201506,95783,576964,2,3.47,"NNW","RIVERVILLE",37.5636,-78.9514,3733816,7857084
201506,95783,576966,1,1.44,"N","SUGAR LOAF",37.2508,-80.0307,3715048,801842
201506,95783,576967,1,.87,"SE","VINTON",37.27,-79.8903,3716200,7953418
201506,95784,576968,1,2.16,"SE","ANDERSON",36.2458,-79.3255,3614748,7919530
201506,95784,576970,1,1.44,"W","FROGSBORO",36.3502,-79.206,3621012,7912360
201506,95785,575384,1,1.93,"SSW","SOUTH DANVILLE",40.9242,-76.6444,4055452,7638664
201506,95785,575384,2,1.72,"S","RIVERSIDE",40.9253,-76.6233,4055518,7637398
201506,95786,575362,1,1.25,"WSW","SOUTH DANVILLE",40.94,-76.65,4056400,7639000
201506,95786,575363,1,1.05,"W","SELINSGROVE",40.8,-76.87,4048000,7652200
201506,95786,575365,1,1.5,"ENE","CHESTNUT",39.83,-76.1949,3949800,7611694
201506,95786,575366,1,1.27,"ENE","QUARRYVILLE ARPT",39.86,-76.2,3951600,7612000
201506,95786,575367,1,.87,"NE","BENFER",40.78,-77.21,4046800,7712600
201506,95786,575369,1,1.05,"E","KISSIMMEE",40.8,-77.05,4048000,773000
201506,95786,575370,1,1.72,"ENE","FISHERS FERRY",40.78,-76.8,4046800,7648000
201506,95786,575371,1,0,"N","TROXELVILLE",40.8,-77.2,4048000,7712000
201506,95786,575372,1,1.25,"WSW","RUPERT",40.97,-76.49,4058200,7629400
201506,95786,575373,1,1.56,"W","LIGHT STREET",41.03,-76.46,411800,7627600
201506,95786,575374,1,0,"N","CLARKSTOWN",41.2,-76.73,4112000,7643800
201506,95786,575375,1,2.94,"SW","WINFIELD",40.89,-76.89,4053400,7653400
201506,95786,575376,1,.69,"S","SUNBURY",40.86,-76.77,4051600,7646200
201506,95786,575377,1,.52,"E","WEST CRESSONA",40.63,-76.17,4037800,7610200
201506,95786,580324,1,1.45,"E","PORT CARBON",40.6986,-76.1425,4041916,768550
201506,95786,580324,2,1.02,"E","DINERS HILL",40.7181,-76.1507,4043086,769042
201506,95786,580324,3,.2,"N","HOMETOWN",40.8229,-75.9698,4049374,7558188
201506,95786,580324,4,1.72,"SSE","TAMAQUA",40.7774,-75.9361,4046644,7556166
201506,95786,580324,5,.35,"NNW","LEWISTOWN",40.7343,-76.0336,4044058,762016
